gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Cluster
0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,2324,2
0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,560,0
0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,1766,0
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,352,1
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,2092,0
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,3070,2
0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,1683,1
0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,1585,2
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,375,1
1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,331,0
0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,581,0
0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,3110,2
0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,1212,1
1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,274,0
0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,513,0
0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,1440,0
1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,894,1
1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,1619,2
1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,2221,2
0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,1558,2
0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,879,1
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,449,0
0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,3208,0
1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,2448,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,783,1
1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,1403,1
1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,1727,1
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,757,1
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,635,2
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,2999,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,2805,0
0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,943,1
1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,2512,2
0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,223,1
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,461,1
1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,285,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,1115,0
1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,640,1
1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,666,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,1116,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,3329,0
0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,119,0
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,2557,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,852,1
1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,2884,2
0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0,1
1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,622,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,389,1
1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,2037,2
0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,2391,1
0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,2523,2
0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,254,0
1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,1659,1
1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,3203,0
0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,1145,0
0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,1877,1
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,1123,1
1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,1988,2
1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,345,1
0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,574,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,684,0
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,2641,0
1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,2283,2
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,2929,0
0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,3239,0
0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,282,0
1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,1485,0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,1050,0
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,2677,2
0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,1919,2
1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,1089,0
1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,3114,0
1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,2134,0
1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,1942,1
0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,890,0
0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,2299,1
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,3055,0
1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,965,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,791,1
1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,1696,2
0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,3196,1
1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,1554,0
1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,2462,2
0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,1745,2
0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,1370,1
1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,2580,2
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,281,0
0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,165,1
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,2128,0
0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,515,0
0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,2133,2
1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,2393,2
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,579,1
0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,2951,0
0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,1448,2
0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,2116,2
1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,1083,0
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,2598,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,856,1
0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,2790,2
1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,1340,2
0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,2613,2
0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,1431,0
0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,813,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,1321,1
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,2453,1
0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,1918,0
0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,2357,0
1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,2322,0
0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,3072,1
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,2998,0
1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,602,1
1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,1541,1
0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,2956,2
0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,1771,2
0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,627,0
1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,1322,2
0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,302,0
1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,2553,2
1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,1537,0
1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,2717,2
0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,1419,2
0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,3215,0
1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,2654,2
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,174,1
0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,2524,2
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,2920,0
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,3046,2
1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,472,0
0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,3298,1
1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,2955,0
1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,2709,2
1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,1398,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,2174,0
1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,90,1
0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,2582,1
0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,1303,2
1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,2938,1
1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,2502,0
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,137,0
0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,2898,2
0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,809,0
1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,284,0
0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,882,0
0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,1567,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,498,1
0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,2320,2
0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,2261,2
1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,505,0
1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,1965,2
1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,887,0
1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,2171,0
1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,1492,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,2052,1
0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,63,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,489,1
1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,199,0
1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,1146,0
1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,1332,0
1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,2697,1
0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,1687,2
0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,503,0
1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,2000,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,860,1
0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,2508,2
1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,1845,0
1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,990,1
1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,2728,1
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,1264,0
1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,2329,0
1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,2946,0
1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,2419,0
0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,672,0
1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,2433,2
1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,1559,2
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,521,1
1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,1214,0
1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,3251,0
0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1064,0
1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,1933,2
0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,2831,2
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1610,1
1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,2698,2
1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,1885,2
0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,1006,0
1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,304,1
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,2069,2
0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,232,0
0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,1596,1
0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,2897,2
1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,911,0
0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,20,0
0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,2493,2
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,2214,0
0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,276,1
0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,2058,2
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,785,1
1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,679,0
1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,3069,0
0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,435,1
0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,2169,2
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,2562,0
0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,1765,1
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,151,0
1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,2555,2
0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,455,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1076,1
1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,1182,0
0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,2056,2
0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,243,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,2947,0
1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,1673,2
1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,10,1
0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,932,2
1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,306,0
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,2428,2
0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,356,1
0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,203,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,1121,0
0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,216,1
0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,1289,2
0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,529,0
1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,2352,2
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,3328,1
0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,2894,0
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,2340,1
1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,1084,1
0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,835,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,1506,0
0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,2841,2
0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,531,1
0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,1312,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,460,1
0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,98,0
0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,57,1
1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,793,1
0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,3232,1
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,1339,1
0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,32,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,420,1
1,1,1,0,7,1,2,0,2,2,0,2,0,0,0,0,2,64.2,2065,0
1,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,2300,2
0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,2431,2
1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,3123,0
0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,952,1
1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,2121,1
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,419,1
0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,3300,1
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,1486,0
1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50.0,453,0
1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,2693,2
0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,130,1
0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,2798,2
1,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,85.9,968,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,1962,0
1,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,80.8,1995,0
1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,2403,1
0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,1098,2
0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,1392,1
1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,20.9,2239,1
0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,2444,2
0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,3270,0
1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,3154,0
0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,95.6,516,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1955,1
1,0,0,1,39,0,1,0,2,0,0,2,2,0,1,0,0,45.05,694,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,2949,0
0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,1094,1
1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,1169,0
1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,3252,0
0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,1967,0
1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,2332,2
0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,2691,0
1,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,111.4,181,2
0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,46.3,2658,0
0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,0,20.4,2075,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,850,1
0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45.0,267,0
1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,1902,2
0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1225,1
1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,2748,2
0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,1749,2
0,0,1,1,17,1,0,1,0,0,2,2,2,2,1,0,0,98.6,630,2
0,0,0,0,7,1,0,0,0,0,0,2,2,0,0,1,3,59.5,1813,0
1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,3320,0
0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,462,2
1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,3035,0
0,0,1,1,56,1,2,0,2,0,0,0,2,0,1,0,0,65.2,1576,1
0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,48.95,1237,0
0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,53.5,1577,2
1,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,80.45,1519,2
0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,109.05,2978,2
1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,240,1
0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,2288,2
0,1,0,0,7,1,0,0,0,2,2,0,2,0,0,1,2,64.95,2148,0
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,19.35,259,1
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,1693,1
0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,1522,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,3167,1
0,0,0,1,62,1,2,2,1,1,1,1,1,1,2,0,0,26.0,573,1
1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,584,0
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,200,0
1,0,1,0,48,1,2,1,2,2,2,0,2,0,2,1,0,96.9,1940,2
1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,19.55,2248,1
0,0,1,1,70,1,0,0,0,2,2,2,2,2,2,1,0,80.4,2424,2
1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,88.8,3230,0
1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,1873,2
1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,1248,0
0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65,3354,0
1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,2685,2
1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,19.55,221,1
1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.1,2961,2
1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05,168,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.1,1256,1
1,0,1,0,51,1,2,1,2,0,2,2,2,2,1,1,2,111.55,2427,2
1,0,1,1,51,1,0,0,2,2,0,2,0,0,2,0,1,60.5,1397,1
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,90.95,2676,2
1,0,1,1,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4,2495,2
1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,2763,1
1,0,1,0,67,0,1,0,2,2,0,2,0,2,2,1,0,50.95,1580,2
0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,1,0,20.05,3280,1
1,0,1,1,53,1,0,2,1,1,1,1,1,1,2,1,3,19.4,113,1
1,0,0,0,27,1,2,0,0,0,2,2,0,0,0,0,2,59.45,556,0
0,1,0,0,23,1,0,1,0,2,0,0,2,2,0,1,2,94.75,1018,0
1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,2366,2
